Timestamp,Operation,BlockSize,Time,Fragmentation,Source,CallStack,MemoryAddress,ThreadID,AllocationID
2024-11-20 22:22:11,Allocation,128,6.25e-07,0.974365,sequentialAllocationTest,sequentialAllocationTest,0x16000e830,0x1e515b240,Alloc104
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.974121,sequentialAllocationTest,sequentialAllocationTest,0x16000e930,0x1e515b240,Alloc105
2024-11-20 22:22:11,Allocation,128,4.58e-07,0.973877,sequentialAllocationTest,sequentialAllocationTest,0x16000ea30,0x1e515b240,Alloc106
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.973633,sequentialAllocationTest,sequentialAllocationTest,0x16000eb30,0x1e515b240,Alloc107
2024-11-20 22:22:11,Allocation,128,5.84e-07,0.973389,sequentialAllocationTest,sequentialAllocationTest,0x16000ec30,0x1e515b240,Alloc108
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.973145,sequentialAllocationTest,sequentialAllocationTest,0x16000ed30,0x1e515b240,Alloc109
2024-11-20 22:22:11,Allocation,128,4.59e-07,0.9729,sequentialAllocationTest,sequentialAllocationTest,0x16000ee30,0x1e515b240,Alloc110
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.972656,sequentialAllocationTest,sequentialAllocationTest,0x16000ef30,0x1e515b240,Alloc111
2024-11-20 22:22:11,Allocation,128,8.33e-07,0.972412,sequentialAllocationTest,sequentialAllocationTest,0x16000f030,0x1e515b240,Alloc112
2024-11-20 22:22:11,Allocation,128,3.33e-07,0.972168,sequentialAllocationTest,sequentialAllocationTest,0x16000f130,0x1e515b240,Alloc113
2024-11-20 22:22:11,Allocation,128,5.42e-07,0.971924,sequentialAllocationTest,sequentialAllocationTest,0x16000f230,0x1e515b240,Alloc114
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.97168,sequentialAllocationTest,sequentialAllocationTest,0x16000f330,0x1e515b240,Alloc115
2024-11-20 22:22:11,Allocation,128,5.83e-07,0.971436,sequentialAllocationTest,sequentialAllocationTest,0x16000f430,0x1e515b240,Alloc116
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.971191,sequentialAllocationTest,sequentialAllocationTest,0x16000f530,0x1e515b240,Alloc117
2024-11-20 22:22:11,Allocation,128,4.59e-07,0.970947,sequentialAllocationTest,sequentialAllocationTest,0x16000f630,0x1e515b240,Alloc118
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.970703,sequentialAllocationTest,sequentialAllocationTest,0x16000f730,0x1e515b240,Alloc119
2024-11-20 22:22:11,Allocation,128,7.5e-07,0.970459,sequentialAllocationTest,sequentialAllocationTest,0x16000f830,0x1e515b240,Alloc120
2024-11-20 22:22:11,Allocation,128,5e-07,0.970215,sequentialAllocationTest,sequentialAllocationTest,0x16000f930,0x1e515b240,Alloc121
2024-11-20 22:22:11,Allocation,128,5e-07,0.969971,sequentialAllocationTest,sequentialAllocationTest,0x16000fa30,0x1e515b240,Alloc122
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.969727,sequentialAllocationTest,sequentialAllocationTest,0x16000fb30,0x1e515b240,Alloc123
2024-11-20 22:22:11,Allocation,128,5.84e-07,0.969482,sequentialAllocationTest,sequentialAllocationTest,0x16000fc30,0x1e515b240,Alloc124
2024-11-20 22:22:11,Allocation,128,3.33e-07,0.969238,sequentialAllocationTest,sequentialAllocationTest,0x16000fd30,0x1e515b240,Alloc125
2024-11-20 22:22:11,Allocation,128,4.59e-07,0.968994,sequentialAllocationTest,sequentialAllocationTest,0x16000fe30,0x1e515b240,Alloc126
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.96875,sequentialAllocationTest,sequentialAllocationTest,0x16000ff30,0x1e515b240,Alloc127
2024-11-20 22:22:11,Allocation,128,1.5e-06,0.968506,sequentialAllocationTest,sequentialAllocationTest,0x160010030,0x1e515b240,Alloc128
2024-11-20 22:22:11,Allocation,128,3.34e-07,0.968262,sequentialAllocationTest,sequentialAllocationTest,0x160010130,0x1e515b240,Alloc129
2024-11-20 22:22:11,Allocation,128,5.41e-07,0.968018,sequentialAllocationTest,sequentialAllocationTest,0x160010230,0x1e515b240,Alloc130
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.967773,sequentialAllocationTest,sequentialAllocationTest,0x160010330,0x1e515b240,Alloc131
2024-11-20 22:22:11,Allocation,128,7.08e-07,0.967529,sequentialAllocationTest,sequentialAllocationTest,0x160010430,0x1e515b240,Alloc132
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.967285,sequentialAllocationTest,sequentialAllocationTest,0x160010530,0x1e515b240,Alloc133
2024-11-20 22:22:11,Allocation,128,4.17e-07,0.967041,sequentialAllocationTest,sequentialAllocationTest,0x160010630,0x1e515b240,Alloc134
2024-11-20 22:22:11,Allocation,128,3.34e-07,0.966797,sequentialAllocationTest,sequentialAllocationTest,0x160010730,0x1e515b240,Alloc135
2024-11-20 22:22:11,Allocation,128,7.08e-07,0.966553,sequentialAllocationTest,sequentialAllocationTest,0x160010830,0x1e515b240,Alloc136
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.966309,sequentialAllocationTest,sequentialAllocationTest,0x160010930,0x1e515b240,Alloc137
2024-11-20 22:22:11,Allocation,128,4.58e-07,0.966064,sequentialAllocationTest,sequentialAllocationTest,0x160010a30,0x1e515b240,Alloc138
2024-11-20 22:22:11,Allocation,128,3.33e-07,0.96582,sequentialAllocationTest,sequentialAllocationTest,0x160010b30,0x1e515b240,Alloc139
2024-11-20 22:22:11,Allocation,128,5.41e-07,0.965576,sequentialAllocationTest,sequentialAllocationTest,0x160010c30,0x1e515b240,Alloc140
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.965332,sequentialAllocationTest,sequentialAllocationTest,0x160010d30,0x1e515b240,Alloc141
2024-11-20 22:22:11,Allocation,128,4.58e-07,0.965088,sequentialAllocationTest,sequentialAllocationTest,0x160010e30,0x1e515b240,Alloc142
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.964844,sequentialAllocationTest,sequentialAllocationTest,0x160010f30,0x1e515b240,Alloc143
